dico1,medianctrl7
"Benzene Transporter, Endoplasmic Reticulum",0
"C-14 Sterol Reductase",2.15804252030926
"Production of Palmitoylcarnitine",-178.118711409366
"C160 Transport into the Mitochondria",-185.054464667961
"C160 Transport into the Mitochondria",0
"Production of Palmitoleoylcarnitine",-2.25247376093524
"Carnitine O-Palmitoyltransferase",5.45809316101352
"Transport of Hexadecenoyl Coenzyme A into Mitochondrial Matrix",0
"C161 Transport into the Mitochondria",188.827413728712
"C161 Transport into the Mitochondria",0
"C161 Transport into the Mitochondria",0
"Production of Stearoylcarnitine",-0.246657279771671
"Carnitine O-Stearoyl Transferase",0
"C180 Transport into the Mitochondria",0
"Transport of Octadecenoyl Coenzyme A into Mitochondrial Matrix",-1.69935678717701
"Transport of Octadecenoyl Coenzyme A into Mitochondrial Matrix",0
"C181 Transport into the Mitochondria",0
"Carnitine C20:4 Transferase",-1.35197733835186
"Arachidonic Acid Transport into the Mitochondria",-1.35197733835215
"Arachidonic Acid Transport into the Mitochondria",-1.35197733835203
"Fatty Acid Intracellular Transport",0
"Carnitine C22:6 Transferase",4.13954313381558
"C226 Transport into the Mitochondria",4.13954313381317
"C226 Transport into the Mitochondria",852.941428434129
"C-3 Sterol Dehydrogenase (4-Methylzymosterol)",0.232055189493236
"C-3 Sterol Dehydrogenase (4-Methylzymosterol)",1.87703744032855
"C-3 Sterol Keto Reductase (Zymosterol)",2.15804252030966
"C-4 Sterol Methyl Oxidase (4, 4-Dimethylzymosterol)",2.15804252030877
"C-4 Methyl Sterol Oxidase",0.248333099724228
"C-4 Methyl Sterol Oxidase",1.833044777126
"Ca ATPase",0
"Beta-Carotene Transport via Diffusion",0
"Transport of Xenobiotic",0
"Catalase A, Peroxisomal (Ethanol)",0
"Calcium / Sodium Antiporter (1:3), Reversible",0
"Catalase",8.43652877419408
"Catalase A, Peroxisomal",37.5719061719951
"NADH:Cob (III)Alamine Oxidoreductase",0
"Cob(II)Alamine Transport, Mitochondrial",0
"Carbamoyl Phosphate Phosphotransferase, Endoplasmic Reticulum",1.22133970784422
"Carbamoyl-Phosphate Synthase (Ammonia), Mitochondrial",0
"Carbamoyl Phosphate Transport, Endoplasmic Reticulum",1.22133970784392
"Carbonyl Reductase [NADPH] 1",99.2173574987765
"Phosphatidylinositol Synthase (Homo Sapiens)",4.17420993202272
"Intracellular Transport",-4.17653602401436
"Phosphatidate Cytidylyltransferase",0
"Phosphatidate Cytidylyltransferase",4.17653602401595
"Choline Phosphotransferase",5.02973648508474
"Ethanolamine Phosphotransferase",8.68281286706648
"Ceramide Kinase",2.11681051739753
"Ceramide Transport Protein",0
"Ceramide Transport Protein",1.16954801787708
"Ceramide Transport Protein",0
"Ceramide Transport Protein",6.66186596772071
"Cys-Gly Transport in via Proton Symport",0
"Cholesterol 25-Hydroxylase",0
"Choline O-Acetyltransferase",0
"Choline O-Acetyltransferase",0
"Choline Phosphate Phosphatase",0
"Choline Phosphate Cytididyltransferase",6.62556398453551
"Choline Transport via Diffusion (Cytosol to Mitochondria)",0
"Cholate Transport via Bicarbonate Antiport",0
"Cholate Transport via Sodium Symport",4.72284008995128
"ABC Bile Acid Transporter",0
"Choline Dehydrogenase (FAD Acceptor), Mitochondrial",0
"Choline Kinase",10.2497656393685
"Choline Phosphate Intracellular Transport",0
"Choline Phosphate Intracellular Transport",-0.240925405031771
"Choline, Sodium Symport",0
"Choline Intracellular Transport",0
"Choline Transport, Nuclear Through Pores",0
"Choline Intracellular Transport",0
"Choline Uniport",0
"Steroid Sulfotransferase",0
"Cholesterol Intracellular Transport",12.1612791977827
"Cholesterol Intracellular Transport",0
"Cholesterol Intracellular Transport",-3.95457164444214
"Cholesterol Efflux (ATP Depedent), Golgi Apparatus",0
"Chitinase",0
"Chitinase, Extracellular",0
"L-Citramalyl Coenzyme A Hydro-Lyase, Mitochondrial",0
"L-Citramalyl Coenzyme A Pyruvate-Lyase",0
"Citrulline Mitochondrial Transport via Proton Antiport",0
"Citrate Transport via Sodium Symport",0
"Citrate Transport, Mitochondrial",-793.762241387204
"Citrate Transport, Mitochondrial",65.1484038967798
"ATP Creatine Kinase",0
"ATP Creatine Kinase, Cytosolic",0
"Chloride Transport via Formate Antiport",0
"Chloride Transport via Bicarbonate Antiport (2:1)",0
"Chloride Transport via Iodide Antiport",0
"Chloride Transport via Hydroxide Antiport (2:1)",108.175240373269
"Chloride Transport via Oxalate Antiport (2:1)",22.7675341195304
"Fatty Acid Intracellular Transport",0
"Carnitine O-Palmitoyltransferase",0.16124263167003
"Carnitine Transferase",0.161242631669835
"Transport into the Mitochondria (Carnitine)",0
"Fatty Acid Transport via Diffusion",-0.133709342431454
"Cardiolipin Synthase (Homo Sapiens)",0.00109361870447279
"Transport of Cytidine-5'-Monophosphate-N-Acetyl-Beta-Neuraminate via CMP Antiport, Golgi Apparatus",1.5113951823323
"Transport of Cytidine-5'-Monophosphate-N-Acetyl-Beta-Neuraminate, Nuclear",2.16176839961544
"CMP Sialic Acid Synthase",2.36969454547554
"CMP Sialic Acid Synthase, Nuclear",2.16176839961499
"CO2 Endoplasmic Reticular Transport via Diffusion",-25.7293984091792
"CO2 Golgi Transport",-0.348730719464283
"CO2 Transport (Diffusion), Mitochondrial",0
"CO2 Peroxisomal Transport",-134.721330431403
"Transport of Coenzyme A (Diffusion), Golgi Apparatus",0
"Transport of Coenzyme A (Diffusion), Lysosomal",1.77272992214979
"Transport of Coenzyme A",-50.0539018437829
"Transport of Coenzyme A, Nuclear",0
"Transport of Coenzyme A, Peroxisome",0
"Transport of Coenzyme A, Endoplasmatic Reticulum",979.110629705208
"Carboxylesterase (Cocaine), Endoplasmatic Reticulum",0
"Methyltransferase Coq3",0
"Ubiquinone Biosynthesis Methyltransferase Coq5",0
"Ubiquinone Biosynthesis Monooxgenase Coq6",0
"Ubiquinone Biosynthesis Coq7",0
"Core 2 Acetylglucosaminyltransferase, Golgi Apparatus",0.0799937961967865
"Core 3 Beta-GlcNac-Transferase, Golgi Apparatus",0.0608197545637595
"Core 4 Beta6-Galnac-Transferase, Golgi Apparatus",0.0608197545644781
"Core 5 Alpha-Galnac-Transferase, Golgi Apparatus",0
"Core 6 Beta-GlcNac-Transferase A, Golgi Apparatus",0
"Core 7 Alpha-Galnac-Transferase, Golgi Apparatus",0
"N-Acetylgalactosamine 3-Alpha-Galactosyltransferase, Golgi Apparatus",0
"Transporter of Carbon Monoxide via Diffusion",1.09789567171669
"P-Coumaroyl Coenzyme A Formation",0.0802046990697556
"Transport of Coumarin",0
"Creatine Transport (Sodium Symport) (2:1)",950.803267003654
"Creatine Transport To/from Mitochondria via Diffusion",0
"Crmp Hs Transport",0
"Carnitine-Propcarnitine Carrier, Peroxisomal",6.01959010741767
"Carnitine-Acetylcarnitine Carrier, Peroxisomal",2.79173946674077
"L-Carnitine Reversible Transport",0
"L-Carnitine Outward Transport (H+ Antiport)",0
"L-Carnitine Transport Out of Mitochondria via Diffusion",0
"L-Carnitine Inward Transport by Na+ Symport",0
"Carnitine Transport Peroxisome to Mitochondria",0
"Creatinine Synthase",0
"Cortisol Transport",0
"Cortisol Intracellular Transport",0
"Cortisol Intracellular Transport",0
"Corticosterone Transport",0
"Corticosterone Intracellular Transport",0
"Fatty Acid Transport via Diffusion",0
"Chondroitin Sulfate A Proteoglycan Protease, Lysosomal (Endosome)",0.0975134660316163
"Chondroitin Sulfate B Proteoglycan Protease, Lysosomal (Endosome)",0
"Chondroitin Sulfate C Proteoglycan Protease, Lysosomal (Endosome)",0.153783422617699
"Chondroitin Sulfate D Proteoglycan Protease, Lysosomal (Endosome)",0.0937141741051891
"Chondroitin Sulfate E Proteoglycan Protease, Lysosomal (Endosome)",0.08996935968529
"Citrate Synthase",87.5750939538767
"Carnitine O-Aceyltransferase, Mitochondrial",380.291703087825
"Carnitine Dimethyl Nonanoyl Transferase, Revsible, Peroxisomal",-826.857001329951
"Carnitine O-Aceyltransferase, Peroxisomal",6.01959010741896
"Carnitine O-Acetyltransferase, Endolasmic Reticulum",-967.931454812012
"Carnitine O-Aceyltransferase, Mitochondrial",-289.105974877881
"Carnitine O-Acetyltransferase, Reverse Direction, Peroxisomal",844.509102931813
"Carnitine O-Acetyltransferase",-150.106460087856
"Cytosine Transport via Faciliated Diffusion",0
"Chondroitin Sulfate A Transport, Golgi to Extracellular",0.0975134660297037
"Chondroitin Sulfate A Transport, Extracellular to Lysosome",0.0975134660313504
"Chondroitin Sulfate B Transport, Golgi to Extracellular",0.16645111498445
"Chondroitin Sulfate B Transport, Extracellular to Lysosome",0
"Chondroitin Sulfate C Transport, Golgi to Extracellular",0.153783422617065
"Chondroitin Sulfate C Transport, Extracellular to Lysosome",0.153783422617769
"Chondroitin Sulfate D Transport, Golgi to Extracellular",0.0937141741042699
"Chondroitin Sulfate D Transport, Extracellular to Lysosome",0.0937141741043992
"Chondroitin Sulfate E Transport, Golgi to Extracellular",0.0899693596853831
"Chondroitin Sulfate E Transport, Extracellular to Lysosome",0.0899693596852226
"Transport of CTP (Diffusion), Nuclear",2.16176839961405
"Transport of Cyanide via Diffusion",0
"Transport of Cyanide via Diffusion, Mitochondrial",0
"L-Alanine/L-Cysteine Na-Dependent Exchange (Cys-L In)",83.3224590608293
"L-Cysteine/L-Asparagine Na-Dependent Exchange (Cys-L In)",279.595734765871
"L-Cysteine/L-Glutamine Na-Dependent Exchange (Cys-L In)",37.0121485927729
"Glutathione:Cystine Oxidoreductase",-805.44160967593
"L-Cysteine/L-Glutamine Reversible Exchanger",0
"L-Cysteine/Glycine Reversible Exchanger",0
"Cysteine Oxidase",0
"L-Serine/L-Cysteine Na-Dependent Exchange (Cys-L In)",0
"Transport of L-Cysteine   via Sodium Symport, Reversible",0
"Cysteine Transaminase",183.387953773854
"Transport of L-Cysteine  via Diffusion ",0
"L-Cystine/L-Glutamate Exchanger",0
"L-Cysteine/L-Threonine Na-Dependent Exchange (Cys-L In)",0
"L-Cystine/Glycine Exchanger (Cystine In)",0
"Cytidine Deaminase",0
"ATPcytidine 5-Phosphotransferase",6.76762801466654
"Cytidine Kinase (ATP), Mitochondrial",0
"Cytidine Deaminase, Nuclear",0
"Cytidine Faciliated Transport in Cytosol",0
"Cytidine Transport in via Sodium Symport",0
"Cytidine Faciliated Transport from Lysosome",1.55588334679962
"Cytidine Faciliated Transport in Mitochondria",0
"Cytidine Transport in Nucleus",0
"Cytidylate Kinase (CMP, dGTP)",556.731936832489
"Cytidylate Kinase (CMP, dGTP), Nuclear",-14.1867430221943
"Cytidylate Kinase (dCMP, dGTP)",38.3898634583553
"Cytidylate Kinase (dCMP, dGTP), Nuclear",-946.27668880606
"Cytidylate Kinase (dCMP, dCTP)",838.527467306898
"Cytidylate Kinase (dCMP, dCTP), Nuclear",942.144776075892
"Cytidylate Kinase (dCMP, dATP)",-798.990897292455
"Cytidylate Kinase (dCMP, dATP), Nuclear",-965.715469413644
"Cytidylate Kinase (dCMP, UTP)",-821.849692093801
"Cytidylate Kinase (dCMP, CTP), Nuclear",71.316986672538
"Cytidylate Kinase (CMP), Mitochondrial",0
"Cytidylate Kinase (CMP), Nuclear",-783.159284552999
"Cytidylate Kinase (dCMP), Nuclear",872.755808127259
"Cytidylate Kinase (CMP) (GTP)",-959.823774647293
"Cytidylate Kinase (dCMP, CTP), Nuclear",-957.532389630025
"Cytidylate Kinase (dCMP) (GTP)",962.91571951194
"Cytidylate Kinase (dCMP, GTP), Nuclear",962.885241280261
"Cytidylate Kinase (dCMP)",-987.086986142903
"Cytidylate Kinase (CMP), Nuclear",9.12394041681066
"Cytidylate Kinase (CMP, CTP)",607.229803641864
"Cytidylate Kinase (CMP, CTP), Nuclear",157.186132892651
"Cytidylate Kinase (CMP, UTP)",-920.839573132305
"Cytidylate Kinase (CMP, UTP), Nuclear",801.454609684107
"Cytidylate Kinase (CMP, dATP)",313.837678031791
"Cytidylate Kinase (CMP, dATP), Nuclear",765.950046615568
"Cytidylate Kinase (CMP, dCTP)",-440.078942829386
"Cytidylate Kinase (CMP, dCTP), Nuclear",-924.014485340274
"D-3-Amino-Isobutyrate Transport",0
"D-3-Amino-Isobutanoate:Pyruvate Aminotransferase, Mitochondrial",0
"Deoxyadenosine Deaminase",0
"Deoxyadenosine Deaminase, Extracellular",0
"Deoxyadenosine Kinase",1.87534562551684
"Deoxyadenosine Transport via Diffusion",0
"Transport of Diacylglycerol, Endoplasmatic Reticulum",0.34733179766654
"Diacylglycerol Phosphate Kinase (Homo Sapiens)",2.9663551375428
"Diacylglycerol Phosphate Kinase (Homo Sapiens)",0
"Diacylglycerol Transport",0
"D-Alanine Oxidase, Peroxisomal",0
"D-Alanine Transport via Proton Symport",0
"D-Alanine Transport to Perixosome",0
"D-Arginine Oxidase, Perixosomal",0
"L-Dehydroascorbate Lactonohydrolase",0
"Dehydroascorbate Reductase",1.07516349541533
"D-Aspartate Oxidase, Peroxisomal",0
"DATP Diffusion in Nucleus",0.0012366765617845
"Dodecenoyl-Coenzyme A Delta Isomerase",-4.56029594663592
"Deoxycytidine Kinase, Mitochondrial (ATP)",0
"Deoxycytidine Kinase, Nuclear (ATP)",-34.8650922416936
"Deoxycytidine Kinase, Nuclear (UTP)",0
"Fatty Acid Intracellular Transport",1.36969279874174
"Carnitine O-Palmitoyltransferase",6.47641004684653
"Carnitine Transferase",6.47641004684484
"Transport into the Mitochondria (Carnitine)",0
"Fatty Acid Transport via Diffusion",-0.107599634879885
"Dopachrome Tautomerase",0
"DCTP Diffusion in Nucleus",34.8671039772408
"Deoxycytidine Deaminase",15.3426924267042
"Deoxycytidine Deaminase, Nuclear",0
"Deoxycytidine Transport via Diffusion",0
"2-Dehydro-3-Deoxy-Phosphogluconate Aldolase, Mitochondrial",4.87480642011695
"Debrisoquine Uniport",0
"Lipid, Flip-Flop Intracellular Transport",0.0802046990688019
"Dehydrodolichol Diphosphate Phosphatase (Liver)",0
"Dehydrodolichol Phosphate Phosphatase (Liver)",0
"Dehydrodolichol Reductase (Liver)",0
"Palmitoyl Coenzyme A Desaturase (N-C16:0CoA -> N-C16:1CoA)",2.85163837839313
"Fatty Acyl Coenzyme A Desaturase (N-C18:2CoA -> N-C18:3CoA)",0
"Stearoyl Coenzyme A Desaturase (N-C18:0CoA -> N-C18:1CoA)",0.855961428303068
"Stearoyl Coenzyme A Desaturase (N-C18:0CoA -> N-C18:1CoA)",1.32791112501159
"Stearoyl Coenzyme A Desaturase (N-C18:0CoA -> N-C18:1CoA)",17.6377406612039
"Fatty Acyl Coenzyme A Desaturase (N-C18:1CoA -> N-C18:2CoA)",0
"Fatty Acyl Coenzyme A Desaturase (N-C18:1CoA -> N-C18:2CoA)",0
"Fatty Acyl Coenzyme A Desaturase (N-C18:1CoA -> N-C18:2CoA)",0
"Fatty Acyl Coenzyme A Desaturase (N-C18:2CoA -> N-C18:3CoA)",4.8696957864859
"Fatty Acyl Coenzyme A Desaturase (N-C20:3CoA -> N-C20:4CoA)",16.0324202292227
"Fatty Acyl Coenzyme A Desaturase (N-C20:4CoA -> N-C20:5CoA)",5.15324374710947
"Fatty Acyl Coenzyme A Desaturase (N-C22:4CoA -> N-C22:5CoA)",1.42387826923583
"Fatty Acyl Coenzyme A Desaturase (N-C22:5CoA -> N-C22:6CoA)",0
"Fatty Acyl Coenzyme A Desaturase (N-C24:5CoA -> N-C24:6CoA)",0
"Diacylglycerol Acyltransferase",0
"Bile Acid Intracellular Transport",0
"Bile Acid Intracellular Transport",0
"Deoxyguanylate Kinase (dGMP:dATP), Mitochondrial",0.548289011659471
"Deoxyguanosine Kinase",0.548289011659545
"Deoyguanosine Transport via Diffusion",0
"Deoyguanosine Transport in Mitochondria",0.548289011660581
"DGTP Diffusion in Nucleus",0.000928515861610741
"Dehydro-L-Gulonate Decarboxylase",0
"Dehydroascorbate Transport (Uniport)",0
"Lipid, Flip-Flop Intracellular Transport",0
"24-Dehydrocholesterol Reductase [Precursor]",0.796829675626592
"24-Dehydrocholesterol Reductase [Precursor]",59.7849016238118
"24-Dehydrocholesterol Reductase [Precursor]",0.428053089322679
"7-Dehydrocholesterol Reductase",2.00265460941142
"7-Dehydrocholesterol Reductase",0
"Dihydroceramide Desaturase",1.31227578282835
"Dihydroceramide Desaturase",11.753104894563
"Dihydroxydecaprenylbenzoate Methyltransferase",0.080204699067787
"Dehydroepiandrosterone Sulfate Transport via Bicarbonate Antiport",0
"Dheas Intracellular Transport",0
"Dehydroepiandrosterone Sulfotransferase",0
"Dehydroepiandrosterone Transport",0
"Dihydrofolate Reversible Lysosomal Transport",-1.32963077698121
"Dihydrofolate Reversible Mitochondrial Transport",0.258956290453245
"Dihydoorotic Acid Dehydrogenase (Quinone 10)",3.90538155311473
"Dihydropyrimidinase (5, 6-Dihydrouracil)",2.53475749755248
"Dihydropyrimidinase (Dihydrothymine)",0
"6, 7-Dihydropteridine Reduction",0
"Transport of dIDP, Nuclear",103.684715079393
"Digalsgalside Hs Intracellular Transport",-4.2548356341859
"Digalside Hs Intracellular Transport",4.2548356341871
"Digalside Hs Intracellular Transport",0
"Deoxyinosine Transport via Diffusion",0
"Transport of dITP, Nuclear",-103.684715079395
" 2, 3-Diketo-5-Methylthio-1-Phosphopentane Degradation Reaction",0
"D-Lactate Transport via Proton Symport",0
"D-Lactate Transport, Mitochondrial",-12.8952351868353
"Carnitine O-Palmitoyltransferase",5.46295239885449
"Carnitine Transferase",8.89074980094059
"Transport into the Mitochondria (Carnitine)",8.89074980094142
"Fatty Acid Transport via Diffusion",0
"13-Cis-Oxo-Retinoic Acid Demand",0
"13-Cis-Retinoate Demand",0
"Demand for Asn-X-Ser/Thr, Lysosomal",0
"Demand for Alpha-Tocotrienol",0
"Demand for Beta-Tocopherol",0
"Demand for Core5, Golgi Apparatus",0
"Demand for Core7, Golgi Apparatus",0
"Demand for Core8, Golgi Apparatus",0
"Demand for dATP",0
"Demand for dATP, Nuclear",0
"Demand for dCTP",0.54828901165921
"Demand for dCTP, Nuclear",0
"Demand for  Deacylated-(Phosphoethanolaminyl-Dimannosyl),(Phosphoethanolaminyl)-Mannosyl-Glucosaminyl-Acylphosphatidylinositol,  Endoplasmatic Reticulum",0
"Demand for  Deacylated-Glycophosphatidylinositol (Gpi)-Anchored Protein,  Endoplasmatic Reticulum",0
"Demand for dGTP, Mitochondrial",0
"Demand for dGTP, Nuclear",0
"Demand for  Disialyl-T Antigen,  Golgi Apparatus",0
"Demand for dTTP",0.715613148693663
"Demand for dTTP, Nuclear",0
"Demand for Ethanolamine Phosphate",0
"Demand for gncore  2, Golgi Apparatus",0
"Demand for  Glycophosphatidylinositol (Gpi) Signal Sequence (C-Terminal Peptide),  Endoplasmatic Reticulum",0.173665898832249
"Demand for 4-Hydroxy Retinoic Acid ",0
"Demand for  2-Keto-3-Deoxy-D-Glycero-D-Galactononic Acid,  Cytosolic",2.00479728715693
"Demand for  Phosphoethanolaminyl-Trimannosyl-Glucosaminyl-Acylphosphatidylinositol (H6),  Endoplasmatic Reticulum",0
"Demand for Melanin, Cytosolic",0
"Demand for  ({[(mannosyl),(phosphoethanolaminyl)]-dimannosyl},{phosphoethanolaminyl})-mannosyl-glucosaminyl-acylphosphatidylinositol-Protein (M4B),  Endoplasmatic Reticulum",0.173665898834276
"Demand for  ((N-Acetyl-D-Glucosaminyl)5-(Alpha-D-Mannosyl)2-Beta-D-Mannosyl-Diacetylchitobiosyl)-L-Asparagine (Protein),  Golgi Apparatus",0
"Demand for 4-Oxo-Retonoic Acid ",0
"Demand for Ser/Thr, Lysosomal",0
"Demand for Ser-Gly/Ala-X-Gly, Lysosomal",0
"Demand for  Spermine,  Cytosolic",0
"Demand for  Sialyl-Tn Antigen,  Golgi Apparatus",0
"Demand for  T-Antigen (Core 1),  Golgi Apparatus",0
"Demand for Gamma-Tocopherol ",0
"Transport of Demethylated Antipyrine",0
"Dimethylallyltranstransferase",2.52056456123051
"Dimethylglycine Dehydrogenase, Mitochondrial",0
"Transport of Dimethylglycine via Diffusion, Mitochondrial",0
"2, 6 Dimethylheptanoly Coenzyme A Carnitine Transferase",0
"Transport of 2, 6 Dimethylheptanoyl Carnitine, Mitochondrial",0
"Transport of 2, 6 Dimethylheptanoyl Carnitine, Extracellular",0
"Dmnoncoacrncpt1",826.857001329899
"Dmnoncrncpt2",0
"4, 8 Dimethylnonanoyl Carnitine Transport, Mitochondrial",0
"Transport of DNAD, Nuclear through Pore",0
"Transport of dADP via dCDP Antiport",0
"Transport of dADP via dGDP Antiport",0
"Transport of dADP via ADP Antiport",0
"Transport of dADP via ATP Antiport",0
"Transport of dUDP via dTDP Antiport",0
"Transport of dUDP via dGDP Antiport",0
"Transport of dUDP via dADP Antiport",0
"Transport of dUDP via dCDP Antiport",0
"Transport of dUDP via ADP Antiport",0
"Transport of dUDP via ATP Antiport",0
"Transport of dATP via ADP Antiport",0
"Transport of dTDP via ATP Antiport",0
"Transport of dTDP via ADP Antiport",0
"Transport of dTDP via dGTP Antiport",0
"Transport of dTDP via dADP Antiport",0
"Transport of dTDP via dCDP Antiport",0
"Transport of dCDP via dGDP Antiport",0.548289011658573
"Transport of dATP via ATP Antiport",0
"Transport of dCDP via ADP Antiport",0
